.,Type,Vendor,Model,Serial number,CPU,Memory,GB,Grading,Comments,Repairs,Locked,Locked to,kan sælges på Refurbed,Keyboard,Battery,Battery threshold,Internal
1,Laptop,Lenovo,Thinkpad T14s Gen 4,GM0E5QG6,I5-1345U,16 GB LPDDR5,256 GB,C,"Normal W&T, Heavy Tear (Top cover, Bottom cover) Marks on screen, Missing Rubber Foot",,,,FALSE,Nordic,100.00%,Above,El-Recycling
1,Laptop,Lenovo,Thinkpad T15 Gen 2,PF2WFVQC,11TH GEN CORE I5-1135G7,16 GB DDR4,256 GB,B,Normal W&T,,,,FALSE,Nordic,85.00%,Above,El-Recycling
1,Laptop,Lenovo,Thinkpad T495,PF21NHM6,RYZEN 5 PRO 3500U,8 GB DDR4,256 GB,C,"Normal W&T (top cover skin), Marks on Screen, Defective Keyboard (FN key)",,,,FALSE,Danish,86.00%,Above,El-Recycling
1,Laptop,Lenovo,Thinkpad P15s Gen 1,PF19FDRG,CORE I7-10510U,32 GB DDR4,256 GB,D,"Normal W&T, Heavy Tear (Bezel), Marks on Screen",,,,FALSE,Nordic,100.00%,Above,El-Recycling
1,Laptop,Lenovo,Thinkpad T14s Gen 1,PC1M6JSY,CORE I5-10210U 1.60 GHZ,16 GB DDR4,256 GB,D,"Normal W&T, Heavy Tear (Top Cover, Palm Rest), Marks on Screen",,,,FALSE,Nordic,77.00%,Below,El-Recycling
1,Laptop,Dell,Latitude 5430,F828FK3,i7-1255U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,French,87.00%,Above,September '25
1,Laptop,Dell,Latitude 5430,JZR5KR3,i7-1255U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,DK,100.00%,Above,September '25
1,Laptop,Dell,Latitude 5430,BF9J5X3,i7-1265U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,English (International),95.00%,Above,September '25
1,Laptop,Dell,Latitude 5430,DZQ1WV3,i7-1255U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,Czech/Slovak,100.00%,Above,September '25
1,Laptop,Dell,Latitude 5430,JH9J5X3,i7-1265U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,English (International),95.00%,Above,September '25
1,Laptop,Dell,Latitude 5430,FFBB5X3,i7-1265U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,TRUE,French,100.00%,Above,September '25
1,Laptop,Dell,Latitude 3430,G7G4GS3,i5-1235U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Bezel & Bottom Cover), Cracked Top Cover & Palmrest, Marks on Screen, No CMOS Battery",,Yes,GBT,FALSE,English (UK),80.00%,Above,September '25
1,Laptop,Dell,Latitude 5440,1XC9D44,i7-1365U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Palmrest), Marks on Screen, Whitespots on Screen",,Yes,GBT,FALSE,English (International),82.00%,Above,September '25
1,Laptop,Dell,Latitude 5440,6N5RQV3,i7-1365U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Marks on Screen, Worn Keyboard, Worn Touchpad",,Yes,GBT,FALSE,English (US),78.00%,Below,September '25
1,Laptop,Dell,Latitude 5520,2GJ8KG3,i5-1145G7,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Bezel, Top cover, Bottom cover, SD card port)",,,,FALSE,Nordic,47.00%,Below,Yggdrasil
1,Laptop,Dell,Latitude 5520,4SGXBL3,i5-1145G7,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Top cover)",,,,FALSE,Nordic,66.00%,Below,Yggdrasil
1,Laptop,Dell,Latitude 5520,5RXVX93,i5-1135G7,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy tear (Top cover), 47% Battery",,,,FALSE,Nordic,65.00%,Below,Yggdrasil
1,Laptop,Dell,XPS 15 9510,8XWP8G3,i7-11800H,32 GB DDR4,1000 GB NVMe + 512 GB NVMe,C,"Normal W&T, Heavy tear (Top cover), ",,,,FALSE,Nordic,52.00%,Below,Yggdrasil
1,Dock,Lenovo,40AS,ZKW0SZLJ,,,,C,"Normal W&T, Heavy Tear (Top Surface)",,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AS,ZKW0T6BD,,,,C,"Normal W&T, Heavy Tear (Bottom & Top Surface)",,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AS,ZKW01VM1,,,,C,"Normal W&T, Heavy Tear (Top Surface)",,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AS,ZKW01W45,,,,B,"Normal W&T, Heavy Tear (Top Surface)",,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AS,ZKw01W9L,,,,C,"Normal W&T, Heavy Tear (Top Surface)",,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AS,ZKW01VM0,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,HP,USB-C Dock G5,5CG129V8QQ,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CMZ,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CN0,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CQ8,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CSB,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CN6,,,,C,"Normal W&T, Heavy Tear (Top Surface)",,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZB098CNF,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CPR,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CN1,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CPS,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CKZ,,,,C,"Normal W&T, Heavy Tear (Top Surface)",,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CPL,,,,C,"Normal W&T, Heavy Tear (Top Surface)",,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CQC,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CP1,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Dock,Lenovo,40AC,ZBK08CS7,,,,B,Normal W&T,,,,FALSE,,,,El-Recycling
1,Laptop,Lenovo,ThinkPad P15s Gen 1,PF19LBC2,i7-10510U,32 GB DDR4,1024 GB NVMe,C,"Normal W&T, Small Marks on Screen, Heavy Tear (Top Cover)",,MAR,,TRUE,Nordic,75.00%,Below,August '25
1,Laptop,Dell,Latitude 5420,6JQ46J3,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,No,,FALSE,French,100.00%,Above,October '25
1,Laptop,Dell,Latitude 5420,38V94J3,i7-1185G7,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,English UK,100.00%,Above,October '25
1,Laptop,Dell,Latitude 7410,DR5D2J3,i7-10610U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Marks on Screen, Worn Keys (A, Arrow Down)",,,,FALSE,English UK,53.00%,Below,Kosmos
1,Laptop,Dell,Precision 5560,G3GF4J3,i7-11850H,32 GB DDR4,1024 GB NVMe,B,Normal W&T (Bemærk; Laptop har Touchscreen),,,,FALSE,English (International),49.00%,Below,Kosmos
1,Laptop,Dell,Precision 5530,H3V87S2,i7-8850H,32 GB DDR4,1024 GB NVMe,C,"Normal W&T, White Spots",,,,FALSE,US (International),97.00%,Above,Kosmos
1,Laptop,Dell,Latitude 5410,8KJK063,i7-10610U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Top & Bottom Cover), Marks on Screen, Worn Power Button",,No,,FALSE,German,35.00%,Below,October '25
1,Laptop,Dell,Latitude 5410,2D2GP73,i7-10610U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Top Cover Edge)",,No,,FALSE,German,46.00%,Below,October '25
1,Laptop,Dell,Latitude 5400,8C6GQ13,i7-8665U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Whitespots on Screen",,No,,FALSE,UK/Irish,89.00%,Above,October '25
1,Laptop,Dell,Latitude 5400,HKY6633,i7-8665U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Worn Power Button, Whitespots on Screen",,No,,FALSE,Hungarian,69.00%,Below,October '25
1,Laptop,Dell,Latitude 5400,1404L33,i7-8665U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Top Cover), Marks on Screen",,No,,FALSE,English (International),72.00%,Below,October '25
1,Laptop,Dell,Latitude 5400,G33SL13,i7-8665U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Top Cover)",Replaced Fan,No,,FALSE,English (International),76.00%,Below,October '25
1,Laptop,Dell,Latitude 3430,4D2WGS3,i5-1235U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Top Cover), Marks on Screen",,Yes,GBT,FALSE,English UK,77.00%,Below,October '25
1,Laptop,Dell,Latitude 3430,1D2WGS3,i5-1235U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Heavy Tear (Top Cover), Marks on Screen",,Yes,GBT,FALSE,English UK,89.00%,Above,October '25
1,Laptop,Dell,Latitude 3430,BV00HS3,i5-1235U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,Swiss,76.00%,Below,October '25
1,Laptop,Dell,Latitude 5430,HT0GSQ3,i7-1265U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,TRUE,Spanish (Castillian),100.00%,Above,October '25
1,Laptop,Dell,Latitude 5430,D4LH5X3,i7-1265U,16 GB DDR4,256 GB NVMe,B,"Normal W&T, HDD Health 52%",,Yes,GBT,FALSE,English (International),96.00%,Above,October '25
1,Laptop,Dell,Latitude 5430,B2J0WV3,i7-1255U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,German,80.00%,Above,October '25
1,Laptop,Dell,Latitude 5430,1NVBKR3,i7-1255U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Scratches (Top Cover)",,MAR,GBT,TRUE,Scandinavian (MUI),84.00%,Above,October '25
1,Laptop,Dell,Latitude 5430,914YSQ3,i7-1255U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,German,100.00%,Above,October '25
1,Laptop,Dell,Latitude 5430,67JZSQ3,i7-1255U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,German,98.00%,Above,October '25
1,Laptop,Dell,Latitude 5430,40QVSQ3,i7-1255U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,FALSE,French,100.00%,Above,October '25
1,Laptop,Dell,Latitude 5430,JZ22WV3,i7-1255U,16 GB DDR4,256 GB NVMe,B,"Normal W&T, Small Marks On Screen",,MAR,GBT,TRUE,Scandinavian (MUI),100.00%,Above,October '25
1,Laptop,Lenovo,ThinkPad X1 Carbon 3rd,R90K2MG8,i5-5300U,8 GB DDR3,256 GB SSD,C,"Normal W&T, Whitespots on Screen, Marks on Screen, Worn Keyboard, Heavy Tear (Top/Bottom Cover), Missing rubber Feet",,,,FALSE,English (UK),36.00%,Below,October '25
1,Laptop,Dell,Precision 5680,2B0PDY3,i7-13800H,32 GB DDR5,512 GB NVMe,B,Normal W&T,,No,,FALSE,English (UK),63.00%,Below,October '25
1,Laptop,Apple,"Macbook Pro 16"" (A2780/2023)",PRXFNJ4J5W,Apple M2,32 GB DDR5,512GB NVMe,B,Normal W&T,,No,,FALSE,DK,98.00%,Above,October '25
1,Laptop,Apple,"Macbook Pro 16"" (A2141/2019)",C02ZP973MD6P,,,,B,Normal W&T,,Yes,GBT US LLC,FALSE,English (UK),,,October '25
1,Laptop,Lenovo,ThinkPad X1 Carbon 3rd,QDM6YFX4X9,,,,B,"Normal W&T, Small Scratches (Top cover)",,Yes,GBT US LLC,FALSE,French,,,October '25
1,Laptop,Dell,Latitude 5440,FS6DFY3,i7-1365U,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT US LLC,TRUE,Belgian,1,Above,October '25
1,Laptop,Dell,Latitude 5440,7RZV824,i7-1365U,16 GB DDR4,256 GB,D,"N W&T, Heavy Tear (Top Cover, D), Cracked Bottom Cover & Palmrest (D), Marks on Screen (D)",,Yes,GBT US LLC,FALSE,English UK,78.00%,Below,October '25
1,Laptop,Dell,Latitude 5450,7BXPB54,Ultra 5 135U,32 GB DDR5,256 GB,D,"N W&T, Cracked Top Cover & Palmrest (D), Marks on Screen (D), Whitespots on Screen (D), Broke USB Port (D)",,Yes,GBT US LLC,FALSE,English UK,96.00%,Above,October '25
1,Desktop,Dell,OptiPlex 7090 Micro,2YK7YL3,i7-10700T,16 GB DDR4,256 GB NVMe,B,Normal W&T,,Yes,GBT,TRUE,,,,October '25
1,Laptop,Lenovo,ThinkPad T14s Gen 2i,PC288CHW,i5-1135G7,16 GB DDR4,256 GB NVMe,D,"Normal W&T, Defective Screen, Returna topcover skin",,MAR,,FALSE,,,,Refurbed 15184939 RMA
1,Laptop,Dell,Latitude 7490,9zhrtn2,i7-8650U,16 GB DDR4,512 GB SSD,D,"Small Marks on Screen, Heavy Tear(Top Cover), Scratches(by Charger port, USB-C Port), Defective USB-C port(Loose Connection), Faint Whitespot",,,,FALSE,Nordic,1,Above,Yggdrasil
1,Laptop,Dell,Latitude 3330,20bpll3,i5-1155G7,8 GB DDR4,256 GB NVMe,D,"Small Marks on Screen, Whitespots, Heavy Tear(Top Cover, Palmrest), Medium Tear(Bottom Cover), Broken Cover(by USB ports right)",,,,FALSE,Japanese/US,56.00%,Below,Yggdrasil
1,Laptop,Dell,Latitude 3330,40bpll3,i5-1155G7,8 GB DDR4,256 GB NVMe,D,"Heavy Tear(Top Cover), Small Marks on Screen, Marks on Screen, Faint Whitespots",,,,FALSE,Japanese/US,92.00%,Above,Yggdrasil
1,Laptop,Dell,Latitude 7480,1tr9vn2,i7-7600U,16 GB DDR4,512 GB SSD,D,"Nick kasse, Small Marks on Screen, Heavy Tear(Top Cover), Deep Scratch(on Mouse Button), Defective Keyboard(Some keys only work periodically)",,,,FALSE,Danish,31.00%,Below,Yggdrasil
1,Laptop,Dell,Latitude 3520,gs6gbs3,i3-1115G4,8 GB DDR4,256 GB NVMe,C,"Small Marks on Screen, Marks on Screen, Medium Tear(Top Cover)",,,,FALSE,Japanese/US,100.00%,Above,Yggdrasil
1,Laptop,Dell,Latitude 5440,7CB3SV3,i7-1365U,16 GB DDR4,256 GB,C,"Normal W&T, Heavy Tear (Top Cover)",,Yes,,FALSE,Swedish/Finnish,80.00%,Above,October '25
1,Laptop,Lenovo,ThinkPad P15s Gen 1,PF19MBJR,i7-10510U,32 GB DDR4,256 GB NVMe,C,"TouchScreen, Normal W&T, Medium Tear(Top Cov) Small Marks on Screen, Marks on Screen, Faint Whitespot, Quadro P520",Nedgraderet SSD,No,,FALSE,Nordic,99.00%,Above,GreenTech
1,Laptop,Lenovo,ThinkPad P15s Gen 2i,PF3JW2BW,i7-1185G7,32 GB DDR4,512 GB NVMe,C,"Normal W&T, Medium Tear(Top Cover, AC Port), Small Marks on Screen, Marks on Screen, Quadro T500 Mobile",,No,,FALSE,Nordic,77.00%,Below,GreenTech
1,Laptop,Lenovo,ThinkPad T14s Gen 3,PF42VN1V,i5-1240P,16 GB DDR5,256 GB NVMe,C,"Normal W&T, Heavy Tear(Top Cover), Small Marks on Screen, Marks on Screen, Iris Xe Graphics G7 80EUs",,Yes,,FALSE,Nordic,91.00%,Above,GreenTech
1,Laptop,Dell,Latitude 5420,84456J3,i7-1185G7,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,German,100.00%,Above,November '25
1,Laptop,Dell,Latitude 5420,7J7NMN3,i7-1185G7,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,Spanish,77.00%,Below,November '25
1,Laptop,Dell,Latitude 5420,86GK4J3,i7-1185G7,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,English UK,93.00%,Above,November '25
1,Laptop,Dell,Latitude 5420,2NJMMN3,i7-1185G7,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,Spanish,83.00%,Above,November '25
1,Laptop,Dell,Latitude 5420,DZ1K4J3,i7-1185G7,32 GB DDR4,256 GB,B,"Nick kasse, Small Marks on Screen, Heavy Tear(Top Cover), Deep Scratch(on Mouse Button), Defective Keyboard(Some keys only work periodically). RAM og SSD fjernet",,Yes,GBT,TRUE,German,100.00%,Above,November '25
1,Laptop,Dell,Latitude 5420,BKCQ2M3,i7-1185G7,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,Nordic,74.00%,Below,November '25
1,Laptop,Dell,Precision 5550,C1SS4D3,i7-10750H,16 GB DDR4,512 GB,C,"Normal W&T, Defective Keyboard (Liqiud Damage), Small Marks on Screen",,Yes,GBT,FALSE,,37.00%,Below,November '25
1,Laptop,Dell,Latitude 5400,1SK7633,i7-8665U,16 GB DDR4,256 GB,B,"Normal W&T, HDD Health 31%",,No,,TRUE,Swedish/Finnish,69.00%,Below,November '25
1,Laptop,Dell,Latitude 5400,7DZ5633,i7-8665U,16 GB DDR4,256 GB,B,Normal W&T,,No,,TRUE,English (International),78.00%,Below,November '25
1,Laptop,Dell,Latitude 5400,CPM4YY2,i5-8365U,16 GB DDR4,256 GB,C,"Normal W&T, Faint Whitespots on Screen, Fryser i Windows",,MAR,,FALSE,English UK/Irish,76.00%,Below,November '25
1,Laptop,Dell,Latitude 5410,G1XW493,i7-10610U,16 GB DDR4,256 GB,C,"N W&T, Heavy Tear (Palmrest, Top & Bottom Cover), Defective USB Port, Worn Keys & Power Button",,No,,FALSE,Spanish (Castillian),43.00%,Below,November '25
1,Laptop,Dell,Latitude 5410,H1S0043,i7-10610U,16 GB DDR4,256 GB,C,"Normal W&T, Heavy tear (Top Cover), Whitespots on Screen",,No,,FALSE,French,52.00%,Below,November '25
1,Laptop,Dell,Latitude 5410,BZN0043,i7-10610U,16 GB DDR4,256 GB,C,"Normal W&T, Heavy Tear (Bottom Cover), Marks on Screen",,No,,FALSE,French,21.00%,Below,November '25
1,Laptop,Lenovo,ThinkPad P15 Gen 1,PF1BTZVL,i7-10750H,32 GB DDR4,512 GB NVMe,C,"Normal W&T,Marks on Screen, Worn Power Button",,,,FALSE,Nordic,100.00%,Above,El-Recycling
1,Laptop,Lenovo,ThinkPad P16 Gen 2,PF4HNTBG,i7-13700HX,96 GB DDR5,1024 GB NVMe,C,"Normal W&T, Heavy Tear (Top Cover), Dents (Top Cover), Small Marks on Screen",,,,FALSE,Nordic,56.00%,Below,El-Recycling
1,Laptop,Lenovo,ThinkPad P16s Gen 1,PF3VARVH,i7-1260P,32 GB DDR4,512 GB NVMe,C,"Normal W&T, Marks on Screen",,,,FALSE,English (US) Reprint,,,El-Recycling
1,Laptop,Lenovo,ThinkPad P16s Gen 1,PF49B6J1,i7-1260P,32 GB DDR4,1024 GB NVMe,C,"Normal W&T, Small Marks on Screen, Heavy Tear(Top Cover)",,,,FALSE,English (US) Reprint,86.00%,Above,El-Recycling
1,Laptop,Lenovo,ThinkPad P16s Gen 1,PF49067Q,i7-1260P,32 GB DDR4,1024 GB NVMe,C,"Normal W&T, Whitespots on Screen",,,,FALSE,English (US) Reprint,0.9,Above,El-Recycling
1,Laptop,Lenovo,ThinkPad P16s Gen 2,PF3SVNWD,i7-1360P,32 GB DDR5,1024 GB NVMe,C,"Normal W&T, Broken Palmrest(Right Side),",,,,FALSE,English (US) Reprint,84.00%,Above,El-Recycling
1,Laptop,Lenovo,ThinkPad P16s Gen 2,PF3SWDLR,i7-1360P,32 GB DDR5,512 GB NVMe,B,"Normal W&T, Small Marks on Screen, Changed Keyboard",,,,FALSE,English (US),100.00%,Above,El-Recycling
1,Laptop,Lenovo,ThinkPad P16s Gen 2,PF525FCP,i7-1370P,32 GB DDR5,512 GB NVMe,B,"Normal W&T, Small Marks on Screen",,,,FALSE,English (US),100.00%,Above,El-Recycling
1,Laptop,Lenovo,ThinkPad T14s Gen 1,PC1P6DN0,i5-10210U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Medium Tear (Top Cover), Defective Right USB Port",,,,FALSE,Nordic,77.00%,Below,El-Recycling
1,Laptop,Lenovo,ThinkPad T14s Gen 1,PC1P6DN5,i5-10210U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Medium Tear  (Top Cover), Broken Bezel Hinges",,,,FALSE,Nordic,99.00%,Above,El-Recycling
1,Laptop,Lenovo,ThinkPad T14s Gen 3,GM04NYK4,i5-1240P,16 GB DDR5,256 GB NVMe,C,"Normal W&T, Heavy Tear(Top Cover), Broken Screen, Mark on Screen",,,,FALSE,Nordic,86.00%,Above,El-Recycling
1,Laptop,Lenovo,ThinkPad T14s Gen 3,PF46KNVM,i5-1240P,16 GB DDR5,256 GB NVMe,C,"Normal W&T, Small Marks on Screen, Large Mis/Colouration on Screen",,,,FALSE,Nordic,26.00%,Below,El-Recycling
1,Laptop,Lenovo,ThinkPad T15 Gen 1,PF2KGHQB,i5-10210U,16 GB DDR4,256 GB NVMe,C,"Normal W&T, Small Marks on Screen, Medium Tear(Top), Faint WS (Right)",,,,FALSE,Nordic,91.00%,Above,El-Recycling
1,Laptop,Lenovo,ThinkPad T16 Gen 2,PF4ZQTFV,i5-1345U,16 GB DDR5,256 GB NVMe,C,"Normal W&T, Small Marks on Screen, Heavy Tear(Top Cover)",,,,FALSE,Nordic,100.00%,Above,El-Recycling
1,Laptop,Lenovo,ThinkPad T16 Gen 2,PF4HT976,i5-1335U,16 GB DDR5,256 GB NVMe,C,"Normal W&T, Small Marks on Screen, Marks on Screen",,,,FALSE,English (US),88.00%,Above,El-Recycling
1,Laptop,Lenovo,ThinkPad T490s,PC1ATM05,i7-8565U,16 GB DDR4,256 GB NVMe,D,"Normal W&T, Heavy Tear (Top Cover & Palmrest), Worn Touchpad, Whitespots on Screen, Marks on Screen, Anti Theft Sticker",,,,FALSE,Nordic,100.00%,Above,El-Recycling
1,Laptop,Apple,"Macbook Pro 16"" (A2141/2019)",C02C80CZMD6W,i9-9880H,16 GB DDR4,1024 GB,C,"Normal W&T, Marks on Screen",,No,,FALSE,Swedish,79.00%,Below,November '25
1,Desktop,Lenovo,Thinkcentre M73 Micro,PC05XZF9,i5-4590T,16 GB DDR3,500 GB,B,"Normal W&T, Cannot install win 11 (Lock status not possible)",,,,FALSE,,,,November '25
1,Desktop,Dell,OptiPlex Micro Plus 7010,9XTCYY3,i7-13700,16 GB DDR5,256 GB NVMe,B,Normal W&T,,No,,TRUE,,,,November '25
1,Laptop,Dell,Latitude 3430,2QWVGS3,i5-1235U,16 GB DDR4,256 GB,B,Normal W&T,,No,,TRUE,English UK,0.84,Above,November '25
1,Laptop,Dell,Latitude 5430,96MSHR3,i7-1255U,16 GB DDR4,256 GB,C,"Normal W&T, Heavy Tear (Top Cover (R)), HDD Health 9% (R)",,No,,FALSE,German,0.87,Above,November '25
1,Laptop,Dell,Latitude 5430,J5XTRQ3,i7-1255U,16 GB DDR4,256 GB,B,"Normal W&T, Small Scrarchest (Top Cover)",,No,,TRUE,French (Europe),92.00%,Above,November '25
1,Laptop,Dell,Latitude 5430,27JVSQ3,i7-1255U,16 GB DDR4,256 GB,C,"Normal W&T, Heavy Tear (Top & Bottom Cover (D)), Whitespots on Screen (D)",,Yes,GBT,FALSE,French (Europe),74.00%,Below,November '25
1,Laptop,Dell,Latitude 5430,7M3MTQ3,i7-1265U,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,French (Europe),100.00%,Above,November '25
1,Laptop,Dell,Latitude 5430,5X0RVV3,i7-1255U,16 GB DDR4,256 GB,C,"Normal W&T, Scratches (Top Cover)",,Yes,GBT,TRUE,French (Europe),72.00%,Below,November '25
1,Laptop,Dell,Latitude 5430,3Y1WSQ3,i7-1255U,16 GB DDR4,256 GB,C,"Normal W&T, Scratches (Bottom Cover)",,Yes,GBT,TRUE,French (Europe),79.00%,Below,November '25
1,Laptop,Dell,Latitude 5430,7TT75X3,i7-1265U,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,French (Europe),87.00%,Above,November '25
1,Laptop,Dell,Latitude 5430,H4NTKR3,i7-1255U,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,Scandinavian (MUI),100.00%,Above,November '25
1,Laptop,Dell,Latitude 5430,4L5H5X3,i7-1265U,16 GB DDR4,256 GB,B,Normal W&T,,Yes,GBT,TRUE,French (Europe),100.00%,Above,November '25
1,Laptop,Dell,Latitude 5440,DYD0544,i7-1365U,16 GB DDR4,256 GB,D,"Normal W&T, Heavy Tear (Top Cover, (D)), Defective Screen (Water Damage, (D))",,Yes,GBT,FALSE,English UK,96.00%,Above,November '25
1,Laptop,Dell,Latitude 5430,7Y4QHR3,i7-1265U,16 GB DDR4,256 GB,B,"Normal W&T, Small Marks on Screen",Ny Skærm,Yes,GBT,FALSE,Nordic (MUI),100.00%,Above,November '25
1,Laptop,Dell,Latitude 5430,BZ1WSQ3,i7-1255U,16 GB DDR4,256 GB,C,"Normal W&T, Whitespots on Screen (R)",,Yes,GBT,FALSE,French (Europe),100.00%,Above,November '25
1,Laptop,Dell,Latitude 5430,JQ0YKR3,i7-1265U,16 GB DDR4,256 GB,C,"Normal W&T, Scratches (Top Cover)",Nye RAM 16GB,Yes,GBT,TRUE,Swiss (Europe),87.00%,Above,November '25
1,Laptop,Dell,Latitude 5430,8B185X3,i7-1265U,16 GB DDR4,256 GB,D,"Normal W&T, Heavy Tear (Top Cover (D)), Broken Screen (D)",,Yes,GBT,FALSE,English International,75.00%,Below,November '25
1,Laptop,Apple,"Macbook Pro 13 (A2338, 2022)",L34J0F4NYQ,M2,16 GB DDR5,512 GB,C,"Normal W&T, Marks on Screen, Locked: GBT US LLC",,Yes,GBT US LLC,,,86.00%,Above,December '25
1,Laptop,Apple,"Macbook Pro 13"" (A1989/2019)",C02ZL23CLVDL,i7-8569U,16 GB DDR3,512 GB,C,"Normal W&T, Marks on Screen",,No,,,,82.00%,Above,December '25
1,Laptop,Apple,"Macbook Pro 15 (A1707, 2016)",C02VD121HTDD,i7-7700HQ,16 GB DDR3,1024 GB,B,"Normal W&T, Small Marks on Screen",,No,,TRUE,English UK,81.00%,Above,December '25
 ,Laptop,Apple,"Macbook Pro 16"" (A2485/2021)",MDP46G69VV,M1 Pro,16 GB DDR5,1024 GB,C,"Normal W&T, Marks on Screen",,No,,TRUE,Danish,79.00%,Below,December '25
1,Laptop,Dell,Latitude 5400,3R7H3Z2,i5-8365U,8 GB DDR4,256 GB,C,"Normal W&T, Heavy Tear (Top Cover), Whitespots on Screen, Missing Rubber Feet",,,,FALSE,Czech/Slovakian,41.00%,Below,December '25
1,Laptop,Dell,Latitude 5430,1VT75X3,i7-1265U,16 GB DDR4,256 GB NVMe,B,Normal W&T,,MAR,,TRUE,French (Europe),93.00%,Above,December '25
1,Laptop,Dell,Latitude 5430,GPRH5X3,i7-1265U,16 GB DDR4,256 GB NVMe,B,"Normal W&T,",,MAR,,TRUE,English International,97.00%,Above,December '25
